Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
05 FEB 2026,TECHM,EQ,TECH MAHINDRA LIMITED    ,Listed    ,05 FEB 2026,               5.00,         979721333,           1646.20,  1612817258384.60     
05 FEB 2026,TECHNOE,EQ,TECHNO ELEC & ENG CO. LTD,Listed    ,05 FEB 2026,               2.00,         116299574,           1028.90,   119660631688.60   
05 FEB 2026,TECILCHEM,EQ,TECIL CHEMICALS          ,Listed    ,05 FEB 2026,              10.00,          18963700,             15.00,      284455500.00 
05 FEB 2026,TEGA,EQ,TEGA INDUSTRIES LIMITED  ,Listed    ,05 FEB 2026,              10.00,          75127698,           1810.50,   136018697229.00      
05 FEB 2026,TEJASCARGO,SM,TEJAS CARGO INDIA LIMITED,Listed    ,04 FEB 2026,              10.00,          23892840,            305.55,     7300457262.00
05 FEB 2026,TEJASNET,EQ,TEJAS NETWORKS LIMITED   ,Listed    ,05 FEB 2026,              10.00,         177448958,            339.05,    60164069209.90  
05 FEB 2026,TEMBO,EQ,TEMBO GLOBAL IND LTD     ,Listed    ,05 FEB 2026,              10.00,          15467146,            575.60,     8902889237.60     
05 FEB 2026,TENNIND,EQ,TENNECO CLEAN AIR INDIA L,Listed    ,05 FEB 2026,              10.00,         403604309,            549.10,   221619126071.90   
05 FEB 2026,TERASOFT,EQ,TERA SOFTWARE LIMITED    ,Listed    ,05 FEB 2026,              10.00,          12511875,            407.20,     5094835500.00  
05 FEB 2026,TEXINFRA,EQ,TEXMACO INFRA & HOLDG LTD,Listed    ,05 FEB 2026,               1.00,         127426590,             98.80,    12587198560.20  
05 FEB 2026,TEXMOPIPES,EQ,TEXMO PIPE & PRODUCTS LTD,Listed    ,05 FEB 2026,              10.00,          29195000,             45.40,     1325161050.00
05 FEB 2026,TEXRAIL,EQ,TEXMACO RAIL & ENG. LTD. ,Listed    ,05 FEB 2026,               1.00,         406864572,            120.15,    48880709680.10   
05 FEB 2026,TFCILTD,EQ,TOURISM FINANCE CORP. OF ,Listed    ,05 FEB 2026,               2.00,         462977240,             67.15,    31088921666.00   
05 FEB 2026,TFL,EQ,TRANSWARRANTY FIN. LTD.  ,Listed    ,05 FEB 2026,              10.00,          53974537,             13.60,      735133193.95       
05 FEB 2026,TGBHOTELS,EQ,TGB BANQUETS&HOTELS LTD  ,Listed    ,05 FEB 2026,              10.00,          29286400,              9.35,      274120704.00 
05 FEB 2026,TGL,ST,TEERTH GOPICON LIMITED   ,Listed    ,05 FEB 2026,              10.00,          11999600,             50.20,      602379920.00       
05 FEB 2026,THANGAMAYL,EQ,THANGAMAYIL JEWELLERY LTD,Listed    ,05 FEB 2026,              10.00,          31082021,           3175.50,    98700957685.50
05 FEB 2026,THEINVEST,EQ,THE INVEST TRUST OF IND L,Listed    ,05 FEB 2026,              10.00,          52242217,            104.30,     5449385655.25 
05 FEB 2026,THEJO,EQ,THEJO ENGINEERING LIMITED,Listed    ,05 FEB 2026,              10.00,          10847159,           1726.40,    18726535297.60     
05 FEB 2026,THELEELA,EQ,LEELA PALACES HOTEL LTD  ,Listed    ,05 FEB 2026,              10.00,         333957878,            435.85,   145555541126.30  
05 FEB 2026,THEMISMED,EQ,THEMIS MEDICARE LTD.     ,Listed    ,05 FEB 2026,               1.00,          92040120,             84.25,     7756220912.40 
05 FEB 2026,THERMAX,EQ,THERMAX LTD              ,Listed    ,05 FEB 2026,               2.00,         119156300,           2908.50,   346566098550.00   
05 FEB 2026,THESL,SM,THINKING HATS ENTER SOL L,Listed    ,05 FEB 2026,              10.00,          12487150,             19.70,      245996855.00     
05 FEB 2026,THOMASCOOK,EQ,THOMAS COOK (INDIA) LTD  ,Listed    ,05 FEB 2026,               1.00,         470380562,            115.50,    54333658716.60
05 FEB 2026,THOMASCOTT,EQ,THOMAS SCOTT (INDIA) LTD ,Listed    ,05 FEB 2026,              10.00,          14670380,            319.35,     4684985853.00
05 FEB 2026,THYROCARE,EQ,THYROCARE TECH LTD       ,Listed    ,05 FEB 2026,              10.00,         159161691,            400.20,    63696508738.20 
05 FEB 2026,TI,EQ,TILAKNAGAR INDUSTRIES LTD,Listed    ,05 FEB 2026,              10.00,         208193750,            452.60,    94228491250.00        
05 FEB 2026,TICL,BE,TWAMEV CONS AND INFRA LTD,Listed    ,05 FEB 2026,               1.00,         155000000,             23.45,     3637850000.00      
05 FEB 2026,TIGERLOGS,EQ,TIGER LOGISTICS (INDIA) L,Listed    ,05 FEB 2026,               1.00,         105725000,             32.95,     3482581500.00 
05 FEB 2026,TIIL,EQ,TECHNOCRAFT IND LTD      ,Listed    ,05 FEB 2026,              10.00,          22672798,           2317.70,    52548743924.60      
05 FEB 2026,TIINDIA,EQ,TUBE INVEST OF INDIA LTD ,Listed    ,05 FEB 2026,               1.00,         193508850,           2381.60,   460860677160.00   
05 FEB 2026,TIJARIA,EQ,TIJARIA POLYPIPES LTD    ,Listed    ,05 FEB 2026,              10.00,          28626579,              6.20,      177771055.60   
05 FEB 2026,TIL,EQ,TIL LTD                  ,Listed    ,05 FEB 2026,              10.00,          66602056,            244.45,    16280872589.20       
05 FEB 2026,TIMESCAN,SM,TIMESCAN LOGISTICS IND L ,Listed    ,04 FEB 2026,              10.00,           6988000,             47.45,      331580600.00  
05 FEB 2026,TIMETECHNO,EQ,TIME TECHNOPLAST LTD.    ,Listed    ,05 FEB 2026,               1.00,         493635379,            190.50,    94032603345.70
05 FEB 2026,TIMKEN,EQ,TIMKEN INDIA LTD.        ,Listed    ,05 FEB 2026,              10.00,          75218734,           3181.10,   239278314727.40    
05 FEB 2026,TINNARUBR,EQ,TINNA RUBBER AND INFR LTD,Listed    ,05 FEB 2026,              10.00,          18015757,            695.85,    12536264508.45 
05 FEB 2026,TIPSFILMS,EQ,TIPS FILMS LIMITED       ,Listed    ,05 FEB 2026,              10.00,           4322886,            373.50,     1614597921.00 
05 FEB 2026,TIPSMUSIC,EQ,TIPS MUSIC LIMITED       ,Listed    ,05 FEB 2026,               1.00,         128426590,            558.10,    71674879879.00 
05 FEB 2026,TIRUMALCHM,EQ,THIRUMALAI CHEMICALS LTD ,Listed    ,05 FEB 2026,               1.00,         118656160,            196.45,    23310002632.00
05 FEB 2026,TIRUPATI,SM,SHREE TIRUPATI BALAJEE   ,Listed    ,05 FEB 2026,              10.00,          10130040,            588.80,     5964567552.00  
05 FEB 2026,TIRUPATIFL,EQ,TIRUPATI FORGE LIMITED   ,Listed    ,05 FEB 2026,               2.00,         122280000,             35.15,     4298142000.00
05 FEB 2026,TITAGARH,EQ,TITAGARH RAIL SYSTEMS LTD,Listed    ,05 FEB 2026,               2.00,         134673768,            780.00,   105045539040.00  
05 FEB 2026,TITAN,EQ,TITAN COMPANY LIMITED    ,Listed    ,05 FEB 2026,               1.00,         887786160,           4097.60,  3637792569216.00     
05 FEB 2026,TMB,EQ,TAMILNAD MERCA BANK LTD  ,Listed    ,05 FEB 2026,              10.00,         158351454,            643.60,   101914995794.40       
05 FEB 2026,TMCV,EQ,TATA MOTORS LIMITED      ,Listed    ,05 FEB 2026,               2.00,        3682331373,            455.90,  1678774872950.70      
05 FEB 2026,TMPV,EQ,TATA MOTORS PASS VEH LTD ,Listed    ,05 FEB 2026,               2.00,        3682579382,            374.15,  1377837075775.30      
05 FEB 2026,TNPETRO,EQ,TAMILNADU PETROPRODUCTS L,Listed    ,05 FEB 2026,              10.00,          89971474,             95.05,     8551788603.70   
05 FEB 2026,TNPL,EQ,TAMILNADU NEWSPRT & PAPER,Listed    ,05 FEB 2026,              10.00,          69210600,            143.10,     9904728966.00      
05 FEB 2026,TNTELE,EQ,TAMILNADU TELECOMMUNICATI,Listed    ,05 FEB 2026,              10.00,          45671400,              8.90,      407388888.00    
05 FEB 2026,TOKYOPLAST,EQ,TOKYO PLAST INTL LTD     ,Listed    ,05 FEB 2026,              10.00,           9501400,            101.40,      963441960.00
05 FEB 2026,TOLINS,EQ,TOLINS TYRES LIMITED     ,Listed    ,05 FEB 2026,               5.00,          39508831,            126.05,     4980878324.15    
05 FEB 2026,TORNTPHARM,EQ,TORRENT PHARMACEUTICALS L,Listed    ,05 FEB 2026,               5.00,         338445440,           3976.40,  1345794447616.00
05 FEB 2026,TORNTPOWER,EQ,TORRENT POWER LTD        ,Listed    ,05 FEB 2026,              10.00,         503903543,           1417.60,   714333662556.80
05 FEB 2026,TOTAL,EQ,TOTAL TRANSPORT SYS LTD  ,Listed    ,05 FEB 2026,              10.00,          16126973,             64.80,     1044705310.95     
05 FEB 2026,TOUCHWOOD,EQ,TOUCHWOOD ENTERTAIN LTD. ,Listed    ,05 FEB 2026,              10.00,          11081245,             91.85,     1017923165.70 
05 FEB 2026,TPHQ,EQ,TEAMO PRODUCTIONS HQ LTD ,Listed    ,05 FEB 2026,               1.00,        1096219600,              0.60,      679656152.00      
05 FEB 2026,TPLPLASTEH,EQ,TPL PLASTECH LIMITED     ,Listed    ,05 FEB 2026,               2.00,          78003000,             61.20,     4773003570.00
05 FEB 2026,TRACXN,EQ,TRACXN TECHNOLOGIES LTD  ,Listed    ,05 FEB 2026,               1.00,         106597690,             34.40,     3666960536.00    
05 FEB 2026,TRANSRAILL,EQ,TRANSRAIL LIGHTING LTD   ,Listed    ,05 FEB 2026,               2.00,         134256025,            558.30,    74955138757.50
05 FEB 2026,TRANSTEEL,SM,TRANSTEEL SEATING TECH L ,Listed    ,05 FEB 2026,              10.00,          21797510,            146.70,     3197694717.00 
05 FEB 2026,TRANSWIND,ST,TRANSWIND INFRA LIMITED  ,Listed    ,13 JAN 2026,              10.00,           7649000,             25.50,      195049500.00 
05 FEB 2026,TRANSWORLD,EQ,TRANSWORLD SHIP LINES LTD,Listed    ,05 FEB 2026,              10.00,          21957533,            179.75,     3946427406.10
05 FEB 2026,TRAVELFOOD,EQ,TRAVEL FOOD SERVICES LTD ,Listed    ,05 FEB 2026,               1.00,         131679484,           1112.00,   146427586208.00
05 FEB 2026,TREEHOUSE,EQ,TREE HOUSE EDU LTD       ,Listed    ,05 FEB 2026,              10.00,          42310724,              7.45,      314791786.55 
05 FEB 2026,TREJHARA,BE,TREJHARA SOLUTIONS LTD   ,Listed    ,05 FEB 2026,              10.00,          14516298,            191.15,     2774500036.75  
05 FEB 2026,TREL,EQ,TRANSINDIA REAL ESTATE L ,Listed    ,05 FEB 2026,               2.00,         245695524,             23.40,     5751732216.85      
05 FEB 2026,TRENT,EQ,TRENT LTD                ,Listed    ,05 FEB 2026,               1.00,         355487461,           4131.30,  1468625347629.30     
05 FEB 2026,TRF,EQ,TRF LIMITED              ,Listed    ,05 FEB 2026,              10.00,          11004412,            277.70,     3055925212.40       
05 FEB 2026,TRIDENT,EQ,TRIDENT LIMITED          ,Listed    ,05 FEB 2026,               1.00,        5095955670,             28.20,   143705949894.00   
05 FEB 2026,TRIDHYA,SM,TRIDHYA TECH LIMITED     ,Listed    ,05 FEB 2026,              10.00,          23288000,             13.60,      316716800.00   
05 FEB 2026,TRIGYN,EQ,TRIGYN TECHNOLOGIES LTD  ,Listed    ,05 FEB 2026,              10.00,          30785736,             68.00,     2092814333.30    
05 FEB 2026,TRITURBINE,EQ,TRIVENI TURBINE LIMITED  ,Listed    ,05 FEB 2026,               1.00,         317886270,            499.65,   158831874805.50
05 FEB 2026,TRIVENI,EQ,TRIVENI ENGG. & INDS. LTD,Listed    ,05 FEB 2026,               1.00,         218897968,            373.90,    81845950235.20   
05 FEB 2026,TROM,SM,TROM INDUSTRIES LIMITED  ,Listed    ,05 FEB 2026,              10.00,           9194866,             59.90,      550772473.40      
05 FEB 2026,TRU,EQ,TRUCAP FINANCE LIMITED   ,Listed    ,05 FEB 2026,               2.00,         118861871,              7.40,      878389226.70       
05 FEB 2026,TRUALT,EQ,TRUALT BIOENERGY LIMITED ,Listed    ,05 FEB 2026,              10.00,          85752591,            407.90,    34978481868.90    
05 FEB 2026,TRUST,SM,TRUST FINTECH LIMITED    ,Listed    ,05 FEB 2026,              10.00,          23825200,             43.00,     1024483600.00     
05 FEB 2026,TSC,SM,TSC INDIA LIMITED        ,Listed    ,05 FEB 2026,              10.00,          14048000,             36.75,      516264000.00       
05 FEB 2026,TSFINV,EQ,TSF INVESTMENTS LIMITED  ,Listed    ,05 FEB 2026,               5.00,         222103860,            447.40,    99369266964.00    
05 FEB 2026,TTKHLTCARE,EQ,TTK HEALTHCARE LIMITED   ,Listed    ,05 FEB 2026,              10.00,          14130333,            958.00,    13536859014.00
05 FEB 2026,TTKPRESTIG,EQ,TTK PRESTIGE LTD         ,Listed    ,05 FEB 2026,               1.00,         136950984,            556.95,    76274850538.80
05 FEB 2026,TTL,EQ,T T LIMITED              ,Listed    ,05 FEB 2026,               1.00,         258310944,              9.15,     2366128247.05       
05 FEB 2026,TTML,EQ,TATA TELESERV(MAHARASTRA),Listed    ,05 FEB 2026,              10.00,        1954927727,             43.95,    85919073601.65      
05 FEB 2026,TUNWAL,SM,TUNWAL E-MOTORS LIMITED  ,Listed    ,05 FEB 2026,               2.00,          57692384,             29.20,     1684617612.80    
05 FEB 2026,TVSELECT,BE,TVS ELECTRONICS LTD      ,Listed    ,05 FEB 2026,              10.00,          18650318,            393.90,     7346360260.20  
05 FEB 2026,TVSHLTD,EQ,TVS HOLDINGS LIMITED     ,Listed    ,05 FEB 2026,               5.00,          20232104,          15218.00,   307892158672.00   
05 FEB 2026,TVSINVIT,IV,TVS INFRASTRUCTURE TRUST ,Listed    ,28 JAN 2026,             100.00,         197200000,            112.50,    22185000000.00  
05 FEB 2026,TVSMOTOR,EQ,TVS MOTOR COMPANY  LTD   ,Listed    ,05 FEB 2026,               1.00,         475087114,           3712.70,  1763855928147.80  
05 FEB 2026,TVSSCS,EQ,TVS SUPPLY CHAIN SOL L   ,Listed    ,05 FEB 2026,               1.00,         441180027,            101.80,    44912126748.60    
05 FEB 2026,TVSSRICHAK,EQ,TVS SRICHAKRA LIMITED    ,Listed    ,05 FEB 2026,              10.00,           7657050,           4158.80,    31844139540.00
05 FEB 2026,TVTODAY,EQ,TV TODAY NETWORK LTD     ,Listed    ,05 FEB 2026,               5.00,          59668615,            122.75,     7324322491.25   
05 FEB 2026,TVVISION,BE,TV VISION LIMITED        ,Listed    ,05 FEB 2026,              10.00,          38744500,              6.50,      251064360.00  
05 FEB 2026,UBL,EQ,UNITED BREWERIES LTD     ,Listed    ,05 FEB 2026,               1.00,         264405149,           1483.80,   392324360086.20       
05 FEB 2026,UCAL,EQ,UCAL LIMITED             ,Listed    ,05 FEB 2026,              10.00,          22113625,            110.70,     2447978287.50      
05 FEB 2026,UCL,SM,USHANTI COLOUR CHEM LTD  ,Listed    ,05 FEB 2026,              10.00,          11236700,             60.00,      674202000.00       
05 FEB 2026,UCOBANK,EQ,UCO BANK                 ,Listed    ,05 FEB 2026,              10.00,       12539558979,             28.60,   358380595619.80   
05 FEB 2026,UDS,EQ,UPDATER SERVICES LIMITED ,Listed    ,05 FEB 2026,              10.00,          66953241,            162.45,    10877223532.85       
05 FEB 2026,UEL,EQ,UJAAS ENERGY LIMITED     ,Listed    ,05 FEB 2026,               1.00,         333397890,            157.30,    52450156054.80       
05 FEB 2026,UFBL,EQ,UNITED FOODBRANDS LIMITED,Listed    ,05 FEB 2026,               5.00,          39086387,            242.30,     9470240706.25      
05 FEB 2026,UFLEX,EQ,UFLEX LIMITED            ,Listed    ,05 FEB 2026,              10.00,          72211486,            483.10,    34885368886.60     
05 FEB 2026,UFO,EQ,UFO MOVIEZ INDIA LTD.    ,Listed    ,05 FEB 2026,              10.00,          38814757,             74.35,     2885100887.80       
05 FEB 2026,UGARSUGAR,EQ,THE UGAR SUGAR WORKS LTD ,Listed    ,05 FEB 2026,               1.00,         112500000,             37.40,     4205250000.00 
05 FEB 2026,UGROCAP,EQ,UGRO CAPITAL LIMITED     ,Listed    ,05 FEB 2026,              10.00,         139857828,            154.35,    21587055751.80   
05 FEB 2026,UHTL,SM,UNITED HEAT TRANSFER LTD ,Listed    ,05 FEB 2026,              10.00,          19004000,             48.00,      912192000.00      
05 FEB 2026,UJJIVANSFB,EQ,UJJIVAN SMALL FINANC BANK,Listed    ,05 FEB 2026,              10.00,        1938463117,             63.10,   122278253420.35
05 FEB 2026,ULTRACEMCO,EQ,ULTRATECH CEMENT LIMITED ,Listed    ,05 FEB 2026,              10.00,         294679171,          12773.00,  3763937051183.00
05 FEB 2026,UMA,SM,UMA CONVERTER LIMITED    ,Listed    ,05 FEB 2026,              10.00,          20274286,             19.45,      394334862.70       
05 FEB 2026,UMAEXPORTS,EQ,UMA EXPORTS LIMITED      ,Listed    ,05 FEB 2026,              10.00,          33809830,             33.50,     1131953108.40
05 FEB 2026,UMESLTD,EQ,USHA MARTIN EDU & SOL LTD,Listed    ,05 FEB 2026,               1.00,          26415811,              4.70,      123890153.60   
05 FEB 2026,UMIYA-MRO,EQ,UMIYA BUILDCON LIMITED   ,Listed    ,05 FEB 2026,               5.00,          18684602,             94.50,     1765321196.95 
05 FEB 2026,UNICHEMLAB,EQ,UNICHEM LABORATORIES LTD ,Listed    ,05 FEB 2026,               2.00,          70405750,            429.75,    30256871062.50
05 FEB 2026,UNIDT,EQ,UNITED DRILLING TOOLS LTD,Listed    ,05 FEB 2026,              10.00,          20303126,            186.60,     3788766342.85     
05 FEB 2026,UNIECOM,EQ,UNICOMMERCE ESOLUTIONS L ,Listed    ,05 FEB 2026,               1.00,         111362085,            102.95,    11464726650.75   
05 FEB 2026,UNIENTER,EQ,UNIPHOS ENTERPRISES LTD  ,Listed    ,05 FEB 2026,               2.00,          69545849,            117.95,     8203628348.05  
05 FEB 2026,UNIHEALTH,ST,UNIHEALTH HOSPITALS LTD  ,Listed    ,05 FEB 2026,              10.00,          15499952,            292.25,     4529860972.00 
05 FEB 2026,UNIINFO,EQ,UNIINFO TELECOM SERVI LTD,Listed    ,05 FEB 2026,              10.00,          10693120,             14.85,      158792832.00   
